index	prediction
1230	1
1231	0
1232	0
1233	1
1234	1
1235	1
1236	0
1237	1
1238	0
1239	1
1240	0
1241	0
1242	1
1243	0
1244	1
1245	1
1246	0
1247	0
1248	1
1249	0
1250	1
1251	1
1252	0
1253	0
1254	0
1255	1
1256	0
1257	0
1258	1
1259	0
1260	1
1261	0
1262	0
1263	1
1264	1
1265	0
1266	1
1267	1
1268	1
1269	0
1270	1
1271	1
1272	0
1273	0
1274	1
1275	1
1276	1
1277	1
1278	0
1279	1
1280	1
1281	1
1282	0
1283	1
1284	1
1285	1
1286	0
1287	0
1288	1
1289	1
1290	0
1291	0
1292	0
1293	0
1294	1
1295	0
1296	0
1297	1
1298	1
1299	0
1300	0
1301	1
1302	0
1303	1
1304	0
1305	0
1306	1
1307	1
1308	1
1309	1
1310	0
1311	1
1312	1
1313	0
1314	1
1315	1
1316	1
1317	0
1318	1
1319	1
1320	1
1321	0
1322	1
1323	0
1324	0
1325	0
1326	0
1327	1
1328	1
1329	0
1330	1
1331	1
1332	0
1333	0
1334	1
1335	1
1336	1
1337	1
1338	1
1339	0
1340	1
1341	0
1342	1
1343	0
1344	0
1345	1
1346	1
1347	0
1348	1
1349	1
1350	0
1351	0
1352	0
1353	1
1354	1
1355	1
1356	1
1357	1
1358	0
1359	0
1360	0
1361	1
1362	0
1363	0
1364	1
1365	1
1366	1
1367	1
1368	1
1369	0
1370	1
1371	1
1372	1
1373	1
1374	0
1375	0
1376	1
1377	0
1378	1
1379	1
1380	1
1381	1
1382	0
1383	0
1384	0
1385	0
1386	1
1387	0
1388	0
1389	0
1390	1
1391	0
1392	1
1393	0
1394	1
1395	1
1396	0
1397	0
1398	1
1399	0
1400	0
1401	1
1402	1
1403	0
1404	1
1405	0
1406	1
1407	0
1408	1
1409	0
1410	0
1411	1
1412	0
1413	0
1414	0
1415	1
1416	0
1417	0
1418	1
1419	0
1420	0
1421	0
1422	1
1423	1
1424	1
1425	0
1426	1
1427	0
1428	0
1429	1
1430	1
1431	1
1432	1
1433	0
1434	0
1435	0
1436	0
1437	1
1438	0
1439	1
1440	0
1441	0
1442	1
1443	1
1444	0
1445	1
1446	0
1447	0
1448	0
1449	1
1450	1
1451	0
1452	0
1453	0
1454	1
1455	1
1456	1
1457	0
1458	1
1459	1
1460	1
1461	0
1462	1
1463	1
1464	1
1465	1
1466	1
1467	1
1468	1
1469	1
1470	1
1471	1
1472	1
1473	1
1474	1
1475	1
1476	0
1477	1
1478	0
1479	0
1480	0
1481	0
1482	1
1483	1
1484	1
1485	0
1486	1
1487	0
1488	0
1489	1
1490	0
1491	1
1492	1
1493	1
1494	0
1495	1
1496	1
1497	0
1498	1
1499	0
1500	1
1501	1
1502	0
1503	1
1504	0
1505	0
1506	0
1507	0
1508	0
1509	1
1510	0
1511	0
1512	1
1513	1
1514	0
1515	1
1516	1
1517	0
1518	0
1519	1
1520	0
1521	0
1522	1
1523	1
1524	0
1525	0
1526	0
1527	1
1528	0
1529	1
1530	1
1531	0
1532	1
1533	1
1534	1
1535	1
1536	1
1537	0
1538	0
1539	0
1540	0
1541	1
1542	0
1543	0
1544	0
1545	1
1546	0
1547	0
1548	1
1549	0
1550	1
1551	1
1552	0
1553	1
1554	1
1555	0
1556	0
1557	1
1558	1
1559	0
1560	0
1561	1
1562	1
1563	0
1564	1
1565	1
1566	1
1567	0
1568	1
1569	1
1570	1
1571	0
1572	1
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	0
1580	0
1581	0
1582	0
1583	0
1584	1
1585	1
1586	1
1587	1
1588	0
1589	1
1590	0
1591	0
1592	1
1593	0
1594	1
1595	0
1596	1
1597	1
1598	0
1599	1
1600	1
1601	0
1602	1
1603	0
1604	0
1605	1
1606	1
1607	0
1608	1
1609	1
1610	0
1611	0
1612	1
1613	1
1614	1
1615	1
1616	1
1617	0
1618	0
1619	1
1620	0
1621	0
1622	0
1623	1
1624	1
1625	0
1626	1
1627	1
1628	0
1629	0
1630	0
1631	0
1632	1
1633	0
1634	0
1635	1
1636	1
1637	0
1638	0
1639	0
1640	1
1641	0
1642	1
1643	0
1644	0
1645	1
1646	0
1647	0
1648	0
1649	1
1650	1
1651	1
1652	0
1653	0
1654	0
1655	0
1656	1
1657	0
1658	1
1659	1
1660	0
1661	1
1662	0
1663	0
1664	1
1665	0
1666	1
1667	0
1668	1
1669	1
1670	0
1671	0
1672	0
1673	1
1674	0
1675	1
1676	1
1677	1
1678	0
1679	0
1680	0
1681	1
1682	0
1683	1
1684	0
1685	0
1686	1
1687	0
1688	1
1689	1
1690	1
1691	0
1692	0
1693	1
1694	1
1695	1
1696	0
1697	1
1698	1
1699	0
1700	1
1701	0
1702	1
1703	0
1704	1
1705	1
1706	1
1707	1
1708	0
1709	1
1710	1
1711	0
1712	1
1713	0
1714	1
1715	0
1716	0
1717	0
1718	1
1719	1
1720	1
1721	0
1722	0
1723	0
1724	1
